time_lsl,x_mG,y_mG,z_mG
167924.8638805335,-872.0,104.0,328.0
167924.88365398627,-873.0,105.0,334.0
167924.903427439,-874.0,107.0,335.0
167924.92320089176,-874.0,108.0,329.0
167924.94297434454,-872.0,104.0,324.0
167924.96274779728,-871.0,107.0,324.0
167924.98252125003,-874.0,108.0,326.0
167925.0022947028,-872.0,104.0,326.0
167925.02206815555,-872.0,105.0,329.0
167925.0418416083,-873.0,107.0,335.0
167925.06161506107,-874.0,107.0,323.0
167925.08138851382,-873.0,106.0,313.0
167925.1011619666,-870.0,108.0,317.0
167925.12093541934,-871.0,113.0,326.0
167925.1407088721,-874.0,110.0,333.0
167925.16048232486,-874.0,109.0,330.0
167925.1802557776,-873.0,108.0,330.0
167925.20002923036,-872.0,106.0,331.0
167925.21980268313,-872.0,106.0,329.0
167925.23957613588,-872.0,106.0,327.0
167925.25934958862,-872.0,107.0,323.0
167925.2791230414,-873.0,109.0,322.0
167925.29889649415,-874.0,109.0,324.0
167925.3186699469,-875.0,111.0,325.0
167925.33844339967,-873.0,109.0,323.0
167925.35821685242,-872.0,110.0,326.0
167925.3779903052,-871.0,109.0,328.0
167925.39776375794,-871.0,112.0,328.0
167925.41753721068,-872.0,111.0,331.0
167925.43731066346,-873.0,110.0,328.0
167925.4570841162,-874.0,109.0,322.0
167925.47685756895,-873.0,109.0,322.0
167925.49663102173,-873.0,111.0,321.0
167925.51640447447,-872.0,111.0,322.0
167925.53617792722,-873.0,111.0,319.0
167925.55595138,-872.0,109.0,319.0
167925.57572483274,-872.0,110.0,320.0
167925.5954982855,-872.0,111.0,324.0
167925.61527173826,-874.0,113.0,325.0
167925.635045191,-875.0,113.0,324.0
167925.6548186438,-874.0,112.0,321.0
167925.67459209653,-874.0,109.0,324.0
167925.69436554928,-873.0,112.0,323.0
167925.71413900206,-874.0,107.0,322.0
167925.7339124548,-873.0,108.0,323.0
167925.75368590755,-872.0,110.0,326.0
167925.77345936032,-873.0,113.0,312.0
167925.79323281307,-871.0,110.0,307.0
167925.81300626582,-870.0,111.0,317.0
167925.8327797186,-872.0,115.0,325.0
167925.85255317134,-878.0,114.0,326.0
167925.87232662408,-881.0,113.0,322.0
167925.89210007686,-879.0,114.0,323.0
167925.9118735296,-872.0,109.0,320.0
167925.93164698238,-870.0,108.0,318.0
167925.95142043513,-869.0,108.0,320.0
167925.97119388788,-870.0,109.0,321.0
167925.99096734065,-875.0,110.0,323.0
167926.0107407934,-878.0,111.0,325.0
167926.03051424614,-876.0,107.0,323.0
167926.05028769892,-871.0,103.0,326.0
167926.07006115167,-870.0,103.0,330.0
167926.0898346044,-870.0,107.0,330.0
167926.1096080572,-871.0,111.0,329.0
167926.12938150993,-875.0,111.0,327.0
167926.14915496268,-875.0,109.0,320.0
167926.16892841546,-875.0,109.0,315.0
167926.1887018682,-875.0,108.0,316.0
167926.20847532098,-873.0,108.0,318.0
167926.22824877372,-872.0,109.0,317.0
167926.24802222647,-871.0,113.0,316.0
167926.26779567925,-871.0,112.0,316.0
167926.287569132,-871.0,112.0,317.0
167926.30734258474,-873.0,113.0,321.0
167926.32711603752,-874.0,114.0,323.0
167926.34688949026,-876.0,115.0,322.0
167926.366662943,-874.0,115.0,322.0
167926.38643639578,-873.0,113.0,323.0
167926.40620984853,-872.0,110.0,324.0
167926.42598330128,-872.0,108.0,324.0
167926.44575675405,-871.0,109.0,323.0
167926.4655302068,-872.0,111.0,326.0
167926.48530365957,-874.0,112.0,313.0
167926.50507711232,-873.0,108.0,309.0
167926.52485056507,-870.0,110.0,317.0
167926.54462401784,-871.0,113.0,325.0
167926.5643974706,-876.0,112.0,321.0
167926.58417092334,-877.0,111.0,322.0
167926.6039443761,-873.0,113.0,324.0
167926.62371782886,-872.0,111.0,325.0
167926.6434912816,-871.0,114.0,321.0
167926.66326473438,-872.0,116.0,317.0
167926.68303818713,-872.0,114.0,314.0
167926.70281163987,-873.0,114.0,317.0
167926.72258509265,-875.0,114.0,322.0
167926.7423585454,-876.0,112.0,321.0
167926.76213199817,-873.0,112.0,320.0
167926.78190545092,-871.0,114.0,323.0
167926.80167890366,-871.0,113.0,320.0
167926.82145235644,-871.0,114.0,321.0
167926.84122580918,-872.0,113.0,321.0
167926.86099926193,-873.0,113.0,317.0
167926.8807727147,-874.0,112.0,315.0
167926.90054616745,-873.0,113.0,316.0
167926.9203196202,-873.0,113.0,321.0
167926.94009307298,-871.0,114.0,319.0
167926.95986652572,-872.0,113.0,322.0
167926.97963997847,-873.0,113.0,319.0
167926.99941343124,-873.0,113.0,320.0
167927.019186884,-873.0,112.0,318.0
167927.03896033677,-873.0,113.0,320.0
167927.0587337895,-872.0,115.0,322.0
167927.07850724226,-873.0,118.0,319.0
167927.09828069503,-872.0,116.0,318.0
167927.11805414778,-872.0,117.0,320.0
167927.13782760053,-872.0,115.0,321.0
167927.1576010533,-872.0,110.0,318.0
167927.17737450605,-874.0,113.0,320.0
167927.1971479588,-874.0,114.0,322.0
167927.21692141157,-873.0,110.0,309.0
167927.23669486432,-871.0,111.0,310.0
167927.25646831706,-870.0,115.0,321.0
167927.27624176984,-873.0,115.0,326.0
167927.2960152226,-875.0,114.0,320.0
167927.31578867536,-876.0,112.0,321.0
167927.3355621281,-874.0,110.0,324.0
167927.35533558085,-873.0,111.0,324.0
167927.37510903363,-871.0,114.0,318.0
167927.39488248638,-872.0,114.0,318.0
167927.41465593912,-872.0,118.0,316.0
167927.4344293919,-874.0,118.0,321.0
167927.45420284464,-877.0,117.0,326.0
167927.4739762974,-876.0,115.0,326.0
167927.49374975017,-873.0,114.0,325.0
167927.5135232029,-872.0,116.0,325.0
167927.53329665566,-871.0,116.0,324.0
167927.55307010844,-870.0,115.0,321.0
167927.57284356118,-872.0,115.0,323.0
167927.59261701396,-874.0,113.0,325.0
167927.6123904667,-876.0,113.0,323.0
167927.63216391945,-874.0,113.0,323.0
167927.65193737223,-873.0,115.0,323.0
167927.67171082497,-872.0,114.0,319.0
167927.69148427772,-871.0,113.0,320.0
167927.7112577305,-872.0,114.0,321.0
167927.73103118324,-873.0,114.0,321.0
167927.750804636,-872.0,113.0,324.0
167927.77057808876,-873.0,114.0,323.0
167927.7903515415,-873.0,114.0,325.0
167927.81012499426,-872.0,111.0,320.0
167927.82989844703,-871.0,112.0,318.0
167927.84967189978,-871.0,114.0,323.0
167927.86944535255,-872.0,113.0,327.0
167927.8892188053,-873.0,110.0,327.0
167927.90899225805,-874.0,110.0,324.0
167927.92876571082,-873.0,110.0,315.0
167927.94853916357,-871.0,109.0,307.0
167927.9683126163,-869.0,112.0,314.0
167927.9880860691,-869.0,114.0,325.0
167928.00785952184,-873.0,115.0,330.0
167928.02763297458,-876.0,109.0,328.0
167928.04740642736,-876.0,109.0,331.0
167928.0671798801,-873.0,109.0,327.0
167928.08695333285,-871.0,107.0,325.0
167928.10672678563,-869.0,109.0,326.0
167928.12650023837,-870.0,109.0,324.0
167928.14627369115,-871.0,109.0,324.0
167928.1660471439,-874.0,110.0,330.0
167928.18582059664,-878.0,106.0,325.0
167928.20559404942,-875.0,104.0,322.0
167928.22536750216,-871.0,103.0,329.0
167928.2451409549,-870.0,107.0,332.0
167928.2649144077,-871.0,110.0,335.0
167928.28468786043,-872.0,110.0,330.0
167928.30446131318,-873.0,110.0,327.0
167928.32423476595,-873.0,106.0,327.0
167928.3440082187,-871.0,105.0,326.0
167928.36378167145,-871.0,108.0,324.0
167928.38355512422,-871.0,109.0,326.0
167928.40332857697,-871.0,113.0,326.0
167928.42310202974,-872.0,110.0,324.0
167928.4428754825,-872.0,106.0,324.0
167928.46264893524,-871.0,104.0,321.0
167928.482422388,-872.0,104.0,321.0
167928.50219584076,-870.0,106.0,320.0
167928.5219692935,-870.0,107.0,320.0
167928.54174274628,-871.0,107.0,324.0
167928.56151619903,-872.0,106.0,326.0
167928.58128965177,-873.0,104.0,322.0
167928.60106310455,-872.0,99.0,317.0
167928.6208365573,-870.0,103.0,321.0
167928.64061001004,-871.0,106.0,321.0
167928.66038346282,-871.0,108.0,314.0
167928.68015691557,-871.0,107.0,318.0
167928.69993036834,-872.0,108.0,320.0
167928.7197038211,-875.0,106.0,321.0
167928.73947727383,-874.0,106.0,323.0
167928.7592507266,-872.0,110.0,326.0
167928.77902417936,-872.0,111.0,329.0
167928.7987976321,-871.0,111.0,326.0
167928.81857108488,-871.0,110.0,326.0
167928.83834453762,-871.0,107.0,325.0
167928.85811799037,-872.0,108.0,325.0
167928.87789144315,-874.0,107.0,327.0
167928.8976648959,-875.0,106.0,325.0
167928.91743834864,-874.0,107.0,324.0
167928.9372118014,-872.0,107.0,325.0
167928.95698525416,-870.0,111.0,327.0
167928.97675870694,-871.0,113.0,327.0
167928.99653215968,-872.0,112.0,326.0
167929.01630561243,-872.0,110.0,326.0
167929.0360790652,-872.0,109.0,323.0
167929.05585251795,-873.0,107.0,322.0
167929.0756259707,-873.0,109.0,322.0
167929.09539942347,-872.0,109.0,323.0
167929.11517287622,-872.0,111.0,325.0
167929.13494632897,-872.0,111.0,325.0
167929.15471978174,-872.0,113.0,325.0
167929.1744932345,-873.0,112.0,327.0
167929.19426668723,-872.0,113.0,328.0
167929.21404014,-872.0,114.0,329.0
167929.23381359276,-872.0,114.0,327.0
167929.25358704553,-871.0,113.0,326.0
167929.27336049828,-872.0,114.0,329.0
167929.29313395103,-874.0,113.0,332.0
167929.3129074038,-873.0,109.0,325.0
167929.33268085655,-873.0,110.0,322.0
167929.3524543093,-874.0,113.0,316.0
167929.37222776207,-873.0,109.0,304.0
167929.39200121482,-871.0,112.0,307.0
167929.41177466756,-870.0,115.0,319.0
167929.43154812034,-872.0,119.0,321.0
167929.45132157308,-875.0,119.0,322.0
167929.47109502583,-876.0,116.0,322.0
167929.4908684786,-873.0,119.0,325.0
167929.51064193135,-872.0,114.0,326.0
167929.53041538413,-872.0,115.0,324.0
167929.55018883687,-872.0,116.0,324.0
167929.56996228962,-872.0,116.0,321.0
167929.5897357424,-874.0,115.0,322.0
167929.60950919514,-875.0,117.0,325.0
167929.6292826479,-874.0,113.0,320.0
167929.64905610066,-872.0,112.0,321.0
167929.6688295534,-870.0,114.0,323.0
167929.68860300616,-871.0,114.0,325.0
