LSL_Timestamp,BreathingValue
176864.4906904,483
176864.5116262,483
176864.5295696,483
176864.5505086,483
176864.5714629,484
176864.5893997,484
176864.6103508,483
176864.6283107,484
176864.6487957,483
176864.6697108,483
176864.6896869,483
176864.7076386,482
176864.7285995,483
176864.7495168,483
176864.7674518,484
176864.7884101,483
176864.806384,483
176864.8273163,482
176864.8482636,483
176864.8661916,483
176864.8871825,483
176864.9051217,483
176864.9255703,483
176864.9465443,483
176864.9645133,483
176864.9854189,483
176865.006366,484
176865.0243118,484
176865.0453028,484
176865.0632292,484
176865.0841511,484
176865.1050863,483
176865.1230426,484
176865.1439826,483
176865.1619493,483
176865.1828779,483
176865.2038225,483
176865.2217793,483
176865.2427203,483
176865.2632115,483
176865.2811452,483
176865.3021112,483
176865.3200491,483
176865.3410216,483
176865.3619343,483
176865.3798869,484
176865.3986069,483
176865.4201562,483
176865.4410665,483
176865.4590177,482
176865.4799612,484
