time_lsl,value
7158.088272041,"{""seq"":385,""fs"":130,""type"":""ecg"",""device"":""H10"",""n"":73,""uV"":[57,52,69,108,105,132,127,120,142,113,120,118,84,91,67,55,62,31,45,38,26,45,21,28,33,9,33,21,16,33,12,28,26,14,38,14,24,33,12,31,16,14,31,2,16,14,0,21,0,4,14,-7,14,2,-2,16,-7,4,0,-14,9,-4,14,31,4,21,2,-9,9,-12,0,-2,-14],""t_device"":1756822514.301233}"
7158.659678208,"{""type"":""ecg"",""fs"":130,""n"":73,""t_device"":1756822514.8730721,""uV"":[7,-16,-12,2,-28,-28,14,252,546,493,187,-43,-55,-24,-84,-72,-45,-79,-57,-52,-57,-40,-57,-40,-38,-50,-24,-40,-31,-14,-33,-4,-9,-12,12,-9,12,19,2,28,7,7,21,-4,4,-16,-36,-24,-57,-45,-43,-62,-38,-55,-52,-38,-62,-40,-48,-55,-31,-55,-40,-36,-55,-28,-40,-40,-26,-48,-26,-33,-43],""device"":""H10"",""seq"":386}"
7158.7781488745,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822514.991589,""range_g"":4,""device"":""H10"",""seq"":783,""mG"":[[-936,85,144],[-938,87,143],[-935,86,138],[-936,84,143],[-938,86,144],[-944,85,141],[-939,82,141],[-939,82,142],[-936,85,147],[-936,86,144],[-933,87,135],[-932,89,141],[-940,87,143],[-941,86,142],[-940,83,141],[-940,84,142],[-939,87,144],[-940,88,144]]}"
7158.780574124501,"{""type"":""acc"",""fs"":50,""seq"":784,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822515.351589,""mG"":[[-938,88,144],[-938,88,145],[-940,87,144],[-940,86,142],[-942,86,145],[-941,85,143],[-937,84,144],[-936,86,147],[-935,86,145],[-937,86,147],[-938,85,148],[-939,83,146],[-938,82,146],[-938,82,146],[-936,83,145],[-937,83,146],[-936,83,147],[-936,83,148]]}"
7158.8573356665,"{""device"":""H10"",""type"":""hr"",""seq"":218,""bpm"":76,""t_device"":1756822515.050472}"
7158.8579362495,"{""type"":""rr"",""ms"":791,""seq"":264,""te"":1756822486.2853305,""device"":""H10"",""t_device"":1756822515.050472}"
7159.2071256665,"{""type"":""ecg"",""fs"":130,""n"":73,""t_device"":1756822515.4112968,""uV"":[-26,-45,-31,-28,-50,-31,-50,-48,-33,-57,-38,-43,-50,-33,-55,-40,-40,-55,-31,-52,-57,-36,-55,-28,-24,-33,-24,-65,-65,-62,-89,-74,-96,-98,-89,-130,-118,-120,-144,-144,-139,55,344,380,113,-175,-190,-154,-226,-209,-190,-209,-192,-204,-195,-187,-214,-202,-221,-216,-195,-216,-199,-197,-202,-173,-190,-173,-161,-173,-142,-156,-158],""device"":""H10"",""seq"":387}"
7159.5012496665,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822515.712634,""range_g"":4,""device"":""H10"",""seq"":786,""mG"":[[-937,83,146],[-938,84,145],[-936,84,145],[-936,84,148],[-937,84,150],[-937,86,152],[-937,86,150],[-937,85,147],[-936,83,147],[-935,83,148],[-938,85,149],[-938,84,149],[-938,82,147],[-933,80,152],[-937,84,150],[-936,84,144],[-934,85,147],[-936,84,151]]}"
7159.5020035835005,"{""type"":""acc"",""fs"":50,""seq"":787,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822516.072634,""mG"":[[-938,84,150],[-937,81,147],[-936,83,148],[-935,84,149],[-935,87,151],[-933,86,153],[-936,86,152],[-937,85,153],[-936,84,151],[-933,84,152],[-937,84,150],[-935,83,146],[-934,85,153],[-935,87,154],[-936,86,154],[-936,84,151],[-936,82,148],[-934,84,149]]}"
7159.7999250835,"{""type"":""ecg"",""fs"":130,""n"":73,""uV"":[-130,-146,-132,-139,-156,-149,-183,-187,-195,-216,-190,-209,-216,-190,-214,-204,-202,-204,-180,-204,-197,-183,-197,-185,-197,-183,-161,-190,-166,-158,-175,-151,-173,-166,-146,-166,-146,-151,-154,-139,-163,-142,-139,-161,-149,-175,-178,-175,-195,-168,-180,-187,-161,-180,-156,-142,-149,-120,-142,-142,-132,-154,-130,-137,-137,-113,-137,-120,-110,-125,-110,-139,-118],""t_device"":1756822516.0116072,""seq"":388,""device"":""H10""}"
7159.868510541501,"{""type"":""hr"",""bpm"":76,""seq"":219,""device"":""H10"",""t_device"":1756822516.0722132}"
7159.8689019995,"{""device"":""H10"",""type"":""rr"",""ms"":817,""seq"":265,""te"":1756822487.1023304,""t_device"":1756822516.0722132}"
7160.318034624501,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822516.4325829,""range_g"":4,""seq"":789,""device"":""H10"",""mG"":[[-933,84,149],[-932,85,150],[-931,85,148],[-933,85,149],[-935,84,146],[-937,84,148],[-936,85,149],[-936,85,149],[-936,85,151],[-935,87,150],[-934,87,150],[-936,87,150],[-935,87,149],[-935,87,150],[-935,86,151],[-940,87,149],[-939,84,145],[-934,83,144]]}"
7160.3197157495,"{""seq"":790,""mG"":[[-931,83,149],[-936,86,151],[-936,86,147],[-935,86,148],[-936,86,150],[-939,87,147],[-939,86,147],[-936,83,147],[-935,86,147],[-937,86,146],[-936,87,144],[-936,87,145],[-936,87,145],[-936,88,146],[-937,88,148],[-942,87,147],[-939,86,145],[-935,85,147]],""fs"":50,""type"":""acc"",""device"":""H10"",""n"":18,""range_g"":4,""t_device"":1756822516.7925828}"
7160.340427499501,"{""type"":""ecg"",""fs"":130,""seq"":389,""n"":73,""device"":""H10"",""uV"":[62,337,445,154,-125,-105,-101,-137,-132,-127,-115,-127,-108,-98,-125,-93,-96,-103,-79,-108,-105,-91,-93,-65,-74,-60,-36,-43,-12,-12,-14,14,-4,7,16,2,24,4,0,7,-21,-4,-9,-16,7,-14,0,9,0,36,31,36,52,33,52,45,38,62,40,52,62,43,67,52,48,60,36,52,45,33,55,33,43],""t_device"":1756822516.552507}"
7160.849246248999,"{""device"":""H10"",""type"":""hr"",""seq"":220,""bpm"":75,""t_device"":1756822517.061249}"
7160.850773291,"{""type"":""rr"",""ms"":811,""seq"":266,""te"":1756822487.9133306,""device"":""H10"",""t_device"":1756822517.061249}"
7160.907815332999,"{""seq"":390,""fs"":130,""device"":""H10"",""type"":""ecg"",""n"":73,""uV"":[50,31,52,38,36,50,21,38,38,24,43,19,28,38,14,31,21,28,57,43,60,50,36,57,36,50,62,38,65,57,57,74,52,60,43,101,378,628,594,264,2,33,36,-14,12,4,12,12,7,28,9,24,40,26,62,69,79,105,84,101,105,93,120,105,113,127,105,125,113,108,122,93,103],""t_device"":1756822517.121729}"
7160.915717708,"{""seq"":792,""mG"":[[-937,87,149],[-936,87,148],[-937,87,146],[-935,86,147],[-936,86,145],[-937,86,144],[-938,87,142],[-940,87,145],[-939,87,146],[-937,87,146],[-937,86,143],[-938,87,143],[-938,87,144],[-938,87,144],[-938,85,145],[-939,86,146],[-938,88,144],[-939,88,145]],""fs"":50,""type"":""acc"",""device"":""H10"",""n"":18,""range_g"":4,""t_device"":1756822517.12999}"
7160.916599541,"{""type"":""acc"",""fs"":50,""seq"":793,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822517.48999,""mG"":[[-937,88,142],[-937,88,142],[-936,87,146],[-941,86,145],[-938,87,141],[-937,83,141],[-937,85,146],[-938,88,146],[-936,87,142],[-933,88,138],[-935,88,143],[-942,87,145],[-940,85,145],[-938,85,141],[-937,85,144],[-936,87,143],[-936,88,144],[-935,89,143]]}"
7161.448577833,"{""type"":""ecg"",""fs"":130,""n"":73,""t_device"":1756822517.662095,""uV"":[93,65,74,45,43,55,26,38,26,21,38,9,24,28,12,33,14,19,31,7,28,21,14,33,9,24,26,7,28,4,7,24,0,16,9,0,16,-7,4,9,-7,14,-4,-2,14,-9,9,2,-9,7,-21,-12,0,-9,21,7,2,12,-16,0,-4,-12,7,-19,-9,-2,-19,0,-16,-28,-2,144,464],""seq"":391,""device"":""H10""}"
7161.629037062,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822517.841339,""range_g"":4,""seq"":795,""device"":""H10"",""mG"":[[-938,88,143],[-939,87,142],[-939,85,144],[-939,86,145],[-939,86,145],[-937,86,145],[-936,86,144],[-936,86,144],[-938,85,144],[-939,86,145],[-939,86,142],[-937,86,142],[-936,85,143],[-937,86,143],[-935,86,144],[-937,85,143],[-939,86,141],[-938,86,142]]}"
7161.629527062,"{""type"":""acc"",""fs"":50,""seq"":796,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822518.201339,""mG"":[[-939,85,143],[-938,86,142],[-937,85,145],[-937,85,144],[-936,87,145],[-938,86,145],[-939,88,143],[-936,88,142],[-937,86,145],[-939,86,144],[-939,86,141],[-937,84,140],[-935,83,145],[-937,85,146],[-937,87,141],[-934,87,139],[-935,88,143],[-941,88,143]]}"
7161.809779812,"{""type"":""hr"",""bpm"":75,""seq"":221,""device"":""H10"",""t_device"":1756822518.021277}"
7161.810287104,"{""t_device"":1756822518.021277,""seq"":267,""ms"":824,""type"":""rr"",""te"":1756822488.7373304,""device"":""H10""}"
7161.8104951039995,"{""type"":""rr"",""ms"":808,""seq"":268,""te"":1756822489.5453305,""device"":""H10"",""t_device"":1756822518.021277}"
7162.025463187,"{""type"":""ecg"",""fs"":130,""n"":73,""t_device"":1756822518.234307,""uV"":[590,342,40,-57,-9,-40,-77,-31,-50,-57,-31,-50,-31,-33,-40,-14,-33,-19,-9,-28,-2,-12,-4,16,-2,21,26,16,43,24,36,45,28,50,31,24,33,0,9,-2,-19,2,-19,-12,-2,-24,0,-14,-16,2,-19,-4,-9,-19,4,-16,-9,-2,-21,2,-12,-16,0,-21,-4,-7,-26,-4,-24,-16,-7,-33,-14],""seq"":392,""device"":""H10""}"
7162.450011645,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822518.592474,""range_g"":4,""seq"":798,""device"":""H10"",""mG"":[[-940,86,145],[-938,85,143],[-939,85,143],[-937,87,141],[-936,88,143],[-935,88,144],[-936,88,141],[-938,87,142],[-939,87,142],[-943,86,146],[-944,86,144],[-939,85,148],[-937,87,145],[-936,86,145],[-938,87,148],[-940,86,145],[-937,87,143],[-937,86,143]]}"
7162.450772604,"{""seq"":799,""mG"":[[-938,86,145],[-939,86,144],[-938,86,146],[-938,86,145],[-937,87,145],[-937,86,145],[-937,85,145],[-936,86,145],[-936,86,147],[-937,85,148],[-938,86,149],[-937,85,149],[-937,87,148],[-936,86,144],[-936,85,146],[-935,86,148],[-940,86,148],[-937,85,145]],""fs"":50,""type"":""acc"",""device"":""H10"",""n"":18,""range_g"":4,""t_device"":1756822518.9524739}"
7162.568387562,"{""type"":""ecg"",""fs"":130,""seq"":393,""n"":73,""device"":""H10"",""t_device"":1756822518.772149,""uV"":[-24,-26,-14,-38,-16,-16,-38,-16,-33,-31,-24,-43,-21,-40,-48,-28,-48,-21,-12,-24,-9,-33,-31,-28,-48,-21,-36,-45,-24,-45,-36,-36,-48,-36,-67,43,330,515,392,45,-96,-40,-96,-125,-103,-113,-110,-130,-118,-118,-149,-127,-134,-139,-115,-137,-122,-118,-127,-98,-113,-105,-89,-108,-89,-98,-108,-86,-108,-96,-93,-115,-101]}"
7162.827474645,"{""t_device"":1756822519.040256,""seq"":222,""type"":""hr"",""bpm"":75,""device"":""H10""}"
7162.827997437,"{""device"":""H10"",""type"":""rr"",""ms"":835,""seq"":269,""te"":1756822490.3803306,""t_device"":1756822519.040256}"
7163.088025229,"{""type"":""acc"",""fs"":50,""seq"":801,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822519.3020458,""mG"":[[-936,82,144],[-933,83,151],[-938,86,148],[-936,87,145],[-933,85,149],[-937,86,152],[-939,85,150],[-938,84,145],[-937,83,145],[-937,85,146],[-935,87,149],[-935,87,150],[-935,88,149],[-936,87,147],[-937,86,148],[-936,86,151],[-938,85,149],[-934,85,145]]}"
7163.090495562,"{""seq"":802,""mG"":[[-934,86,151],[-936,87,151],[-935,86,152],[-936,85,151],[-934,84,149],[-936,85,149],[-936,86,151],[-935,86,149],[-935,86,150],[-935,86,152],[-935,85,151],[-934,86,148],[-934,86,147],[-934,85,147],[-933,85,146],[-933,85,145],[-933,85,145],[-936,86,147]],""fs"":50,""type"":""acc"",""device"":""H10"",""n"":18,""range_g"":4,""t_device"":1756822519.6620457}"
7163.105947104,"{""type"":""pong"",""device"":""H10"",""t2_ph"":1756822519.3176022,""t1_ph"":1756822519.31759,""t0_pc"":1756822519.6476531}"
7163.170069104,"{""type"":""ecg"",""fs"":130,""seq"":394,""n"":73,""device"":""H10"",""uV"":[-127,-134,-137,-173,-161,-171,-183,-173,-214,-214,-207,-221,-199,-214,-211,-207,-233,-209,-211,-221,-197,-214,-197,-195,-214,-183,-199,-199,-183,-202,-183,-185,-190,-168,-187,-175,-173,-190,-161,-175,-173,-151,-178,-166,-171,-178,-156,-185,-175,-161,-175,-144,-142,-132,-125,-158,-139,-137,-142,-118,-134,-120,-113,-132,-105,-120,-120,-110,-132,33,325,428,190],""t_device"":1756822519.37225}"
7163.819092645,"{""type"":""ecg"",""fs"":130,""n"":73,""t_device"":1756822519.9423661,""uV"":[-120,-127,-77,-144,-132,-120,-122,-105,-122,-103,-101,-105,-79,-93,-79,-65,-79,-48,-50,-45,-21,-33,-7,0,-4,24,7,21,36,12,28,21,24,40,9,14,2,-14,7,-12,-2,9,-7,19,9,9,33,9,24,28,19,40,24,40,67,48,69,62,60,81,57,72,72,55,79,60,62,74,52,72,62,50,69],""device"":""H10"",""seq"":395}"
7163.822390645,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822519.973195,""range_g"":4,""device"":""H10"",""seq"":804,""mG"":[[-936,86,147],[-937,87,149],[-935,86,149],[-935,87,151],[-939,87,147],[-937,85,144],[-931,83,150],[-934,85,149],[-936,87,145],[-934,86,146],[-934,87,150],[-937,87,149],[-940,87,148],[-937,87,146],[-937,86,147],[-938,88,146],[-939,89,145],[-936,88,146]]}"
7163.8226596449995,"{""seq"":805,""mG"":[[-934,87,146],[-935,88,145],[-934,87,147],[-938,88,149],[-941,87,147],[-936,86,147],[-936,87,149],[-938,88,147],[-938,86,146],[-936,86,146],[-936,86,146],[-935,86,145],[-936,87,145],[-936,87,145],[-938,87,147],[-937,87,146],[-937,87,146],[-937,86,144]],""fs"":50,""device"":""H10"",""type"":""acc"",""n"":18,""range_g"":4,""t_device"":1756822520.333195}"
7163.822869645,"{""device"":""H10"",""type"":""hr"",""seq"":223,""bpm"":75,""t_device"":1756822520.030226}"
7163.822979937,"{""type"":""rr"",""ms"":833,""seq"":270,""te"":1756822491.2133305,""device"":""H10"",""t_device"":1756822520.030226}"
7164.297780229,"{""type"":""ecg"",""fs"":130,""seq"":396,""n"":73,""device"":""H10"",""t_device"":1756822520.5118089,""uV"":[45,57,62,43,60,40,45,55,33,52,38,28,43,14,33,48,36,57,33,28,38,14,36,28,21,40,19,31,31,14,38,9,40,260,544,643,351,31,7,24,-2,-7,0,19,0,16,38,19,40,36,28,50,28,45,55,38,65,55,67,96,89,127,137,127,149,127,137,139,118,132,108,98,101]}"
7164.482198187,"{""type"":""acc"",""fs"":50,""seq"":807,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822520.6940498,""mG"":[[-938,86,145],[-939,87,144],[-940,87,145],[-936,87,143],[-937,87,144],[-938,87,144],[-938,89,145],[-938,89,143],[-937,89,142],[-938,88,147],[-940,88,148],[-940,90,147],[-939,89,145],[-941,89,146],[-944,88,140],[-939,83,128],[-934,77,129],[-934,78,137]]}"
7164.482768604,"{""seq"":808,""mG"":[[-939,81,141],[-937,81,142],[-935,83,144],[-933,86,148],[-935,88,151],[-935,90,155],[-934,90,156],[-937,88,155],[-939,87,151],[-942,85,147],[-943,83,145],[-940,79,140],[-936,78,138],[-932,83,135],[-932,85,138],[-935,88,141],[-939,88,145],[-941,89,145]],""fs"":50,""device"":""H10"",""type"":""acc"",""n"":18,""range_g"":4,""t_device"":1756822521.0540497}"
7164.807663375001,"{""type"":""hr"",""bpm"":75,""seq"":224,""device"":""H10"",""t_device"":1756822521.020638}"
7164.808301916,"{""device"":""H10"",""type"":""rr"",""ms"":848,""seq"":271,""te"":1756822492.0613306,""t_device"":1756822521.020638}"
7164.838431665999,"{""type"":""ecg"",""fs"":130,""seq"":397,""n"":73,""device"":""H10"",""uV"":[65,77,67,50,67,40,48,52,31,55,38,33,50,26,40,36,21,40,16,26,33,7,31,16,12,28,4,21,16,2,24,2,9,16,-7,7,-4,-2,12,-16,0,-2,-21,2,-16,-12,-4,-31,-12,-19,-14,14,-4,4,-7,-24,-4,-24,-16,-7,-31,-12,-24,-26,-7,-33,-33,-38,67,378,566,423,84],""t_device"":1756822521.052024}"
7165.215101916001,"{""type"":""acc"",""fs"":50,""seq"":810,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822521.414482,""mG"":[[-942,89,146],[-938,89,147],[-936,88,150],[-934,89,150],[-934,88,149],[-936,87,144],[-939,86,143],[-939,85,141],[-937,83,143],[-936,82,145],[-937,83,145],[-939,85,147],[-938,86,147],[-937,88,145],[-936,88,142],[-935,88,146],[-938,88,146],[-938,87,141]]}"
7165.215892708,"{""seq"":811,""mG"":[[-936,86,141],[-935,84,145],[-935,86,149],[-936,86,144],[-934,88,141],[-935,89,146],[-943,88,147],[-943,86,144],[-939,83,144],[-938,85,144],[-938,88,146],[-937,89,146],[-936,89,146],[-937,88,146],[-940,87,147],[-939,85,148],[-941,85,150],[-939,84,147]],""fs"":50,""type"":""acc"",""device"":""H10"",""n"":18,""range_g"":4,""t_device"":1756822521.774482}"
7165.411570165999,"{""type"":""ecg"",""fs"":130,""seq"":398,""n"":73,""device"":""H10"",""uV"":[-89,-31,-60,-98,-62,-81,-77,-69,-77,-55,-74,-60,-48,-72,-45,-50,-55,-31,-48,-28,-21,-31,-2,-16,-7,9,-9,14,9,4,21,-7,2,-4,-28,-16,-43,-40,-28,-57,-36,-43,-50,-33,-52,-38,-38,-57,-33,-48,-40,-28,-60,-45,-45,-48,-31,-55,-43,-38,-55,-36,-57,-50,-36,-62,-40,-50,-62,-45,-69,-57,-50],""t_device"":1756822521.622201}"
7165.8313395410005,"{""device"":""H10"",""type"":""hr"",""seq"":225,""bpm"":74,""t_device"":1756822522.040726}"
7165.831905540999,"{""type"":""rr"",""ms"":819,""seq"":272,""te"":1756822492.8803306,""device"":""H10"",""t_device"":1756822522.040726}"
7165.923186915999,"{""type"":""acc"",""fs"":50,""seq"":813,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822522.1346068,""mG"":[[-934,85,149],[-934,86,147],[-935,87,147],[-936,88,148],[-937,87,147],[-937,86,146],[-937,87,145],[-937,86,148],[-935,86,149],[-936,87,149],[-938,86,149],[-937,84,148],[-936,86,146],[-937,85,147],[-936,85,146],[-936,84,149],[-936,85,149],[-937,86,148]]}"
7165.923946416,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822522.4946067,""range_g"":4,""device"":""H10"",""seq"":814,""mG"":[[-935,88,148],[-937,87,146],[-936,85,147],[-935,86,150],[-938,86,150],[-937,85,148],[-936,84,148],[-933,84,152],[-936,87,150],[-936,87,144],[-933,86,147],[-934,86,153],[-938,86,151],[-938,84,148],[-936,84,149],[-936,85,149],[-935,87,149],[-933,87,150]]}"
7165.947757083,"{""seq"":399,""fs"":130,""device"":""H10"",""type"":""ecg"",""n"":73,""uV"":[-67,-48,-67,-65,-50,-77,-57,-62,-72,-57,-86,-67,-55,-67,-36,-55,-65,-55,-81,-67,-77,-96,-84,-108,-98,-96,-120,-108,-139,-151,-26,236,433,236,-103,-173,-158,-192,-216,-214,-202,-228,-216,-195,-224,-202,-195,-202,-178,-192,-178,-166,-175,-146,-158,-156,-132,-151,-130,-122,-125,-101,-120,-122,-130,-156,-134,-158,-171,-163,-202,-197,-202],""t_device"":1756822522.16218}"
7166.521822791001,"{""type"":""ecg"",""fs"":130,""seq"":400,""n"":73,""device"":""H10"",""t_device"":1756822522.733234,""uV"":[-219,-204,-226,-216,-207,-226,-207,-219,-216,-197,-224,-202,-195,-207,-185,-202,-190,-180,-204,-175,-180,-185,-171,-190,-171,-173,-185,-161,-180,-171,-156,-183,-163,-168,-166,-149,-171,-149,-151,-166,-139,-161,-156,-134,-146,-113,-115,-127,-115,-137,-118,-113,-127,-105,-120,-108,-98,-120,-93,-101,-118,-81,79,387,433,113,-108,-105,-81,-120,-134,-91,-113]}"
7166.61338775,"{""type"":""acc"",""fs"":50,""seq"":816,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822522.822254,""mG"":[[-934,87,152],[-937,86,151],[-936,85,151],[-935,85,155],[-938,86,153],[-934,85,149],[-934,86,152],[-936,87,153],[-936,87,153],[-935,85,150],[-934,86,151],[-934,85,150],[-935,87,149],[-934,88,150],[-934,87,150],[-933,85,150],[-933,85,148],[-933,86,146]]}"
7166.614002583001,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822523.1822538,""range_g"":4,""device"":""H10"",""seq"":817,""mG"":[[-933,86,147],[-933,86,146],[-936,86,148],[-937,86,149],[-937,88,152],[-936,88,151],[-936,88,152],[-935,88,151],[-936,87,150],[-938,87,147],[-939,85,145],[-934,82,147],[-933,86,154],[-937,88,150],[-934,87,145],[-933,88,149],[-935,88,151],[-940,87,148]]}"
7166.819001853501,"{""device"":""H10"",""type"":""hr"",""seq"":226,""bpm"":74,""t_device"":1756822523.030559}"
7166.819574978501,"{""t_device"":1756822523.030559,""seq"":273,""ms"":845,""type"":""rr"",""te"":1756822493.7253306,""device"":""H10""}"
7166.8197970205,"{""device"":""H10"",""type"":""rr"",""ms"":833,""seq"":274,""te"":1756822494.5583305,""t_device"":1756822523.030559}"
7167.0911345615,"{""type"":""ecg"",""fs"":130,""seq"":401,""n"":73,""device"":""H10"",""t_device"":1756822523.302952,""uV"":[-120,-86,-105,-91,-81,-93,-67,-79,-72,-52,-69,-40,-38,-36,-9,-26,-7,0,-12,16,2,4,24,4,26,21,12,24,-12,-7,-4,-28,-9,-24,-21,-7,-24,2,4,0,19,-2,12,19,7,38,33,43,62,38,55,48,38,60,36,45,50,28,48,33,33,48,28,45,40,28,50,28,36,43,24,45,28]}"
7167.3311531865,"{""type"":""acc"",""fs"":50,""seq"":819,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822523.542618,""mG"":[[-938,85,146],[-936,88,148],[-937,87,149],[-937,88,149],[-936,88,150],[-936,89,150],[-937,88,149],[-935,87,147],[-938,88,149],[-939,86,146],[-936,85,145],[-933,87,148],[-937,87,150],[-936,87,148],[-938,86,148],[-937,86,146],[-937,86,146],[-937,86,145]]}"
7167.3317388955,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822523.902618,""range_g"":4,""seq"":820,""device"":""H10"",""mG"":[[-937,86,147],[-935,88,148],[-937,86,147],[-937,87,147],[-936,85,147],[-937,87,146],[-940,86,146],[-939,86,145],[-938,86,146],[-937,86,149],[-936,88,147],[-936,88,146],[-937,87,143],[-936,85,146],[-939,87,147],[-944,87,144],[-937,84,144],[-935,82,148]]}"
7167.6297158955,"{""seq"":402,""fs"":130,""device"":""H10"",""type"":""ecg"",""n"":73,""uV"":[26,38,9,28,33,31,62,45,48,45,21,43,28,28,48,24,38,38,26,50,26,21,33,163,488,640,431,101,-28,31,4,-36,7,-9,-9,9,-4,14,4,4,24,4,31,38,31,60,48,65,84,69,101,98,103,130,110,127,125,110,132,103,103,108,77,89,72,65,81,57,81,96,89,115,96],""t_device"":1756822523.842422}"
7167.809222645499,"{""device"":""H10"",""type"":""hr"",""seq"":227,""bpm"":74,""t_device"":1756822524.02169}"
7167.809629228501,"{""type"":""rr"",""ms"":829,""seq"":275,""te"":1756822495.3873305,""device"":""H10"",""t_device"":1756822524.02169}"
7168.0511585205,"{""seq"":822,""mG"":[[-936,87,147],[-938,85,145],[-934,87,140],[-933,87,143],[-939,88,146],[-940,85,144],[-938,86,144],[-938,85,145],[-937,87,145],[-938,88,145],[-936,88,147],[-936,88,146],[-937,88,144],[-936,86,142],[-938,86,144],[-938,84,145],[-936,85,147],[-937,86,148]],""fs"":50,""device"":""H10"",""type"":""acc"",""n"":18,""range_g"":4,""t_device"":1756822524.2628598}"
7168.052042061499,"{""type"":""acc"",""fs"":50,""n"":18,""t_device"":1756822524.6228597,""range_g"":4,""device"":""H10"",""seq"":823,""mG"":[[-937,88,146],[-937,89,146],[-941,89,145],[-941,89,140],[-938,88,139],[-938,87,140],[-937,87,142],[-936,87,145],[-935,87,145],[-937,88,145],[-937,88,143],[-938,88,144],[-938,89,145],[-937,88,147],[-937,88,146],[-939,88,148],[-938,88,147],[-938,88,142]]}"
7168.1977855205005,"{""seq"":403,""fs"":130,""device"":""H10"",""type"":""ecg"",""n"":73,""uV"":[98,108,84,101,89,79,96,69,81,79,60,81,62,65,74,48,67,52,40,60,33,45,48,28,48,31,33,40,16,36,24,16,38,14,24,21,-2,21,12,24,40,12,21,9,0,16,-4,7,9,-9,9,-7,-2,7,-24,-14,52,293,578,498,171,-38,-40,-14,-74,-65,-33,-69,-48,-40,-50,-26,-45],""t_device"":1756822524.411793}"
7168.746394124,"{""type"":""ecg"",""fs"":130,""seq"":404,""n"":73,""device"":""H10"",""uV"":[-33,-24,-38,-14,-26,-19,2,-24,-4,-2,-7,19,2,19,31,9,33,21,21,33,4,16,2,-19,-4,-33,-28,-24,-43,-24,-38,-38,-19,-45,-31,-33,-43,-21,-43,-31,-21,-43,-19,-33,-36,-12,-36,-21,-24,-38,-19,-38,-28,-19,-45,-21,-31,-33,-19,-45,-28,-31,-43,-21,-43,-33,-24,-48,-26,-38,-45,-28,-45],""t_device"":1756822524.954321}"
7168.751461499,"{""type"":""acc"",""fs"":50,""seq"":825,""range_g"":4,""n"":18,""device"":""H10"",""t_device"":1756822524.964261,""mG"":[[-938,87,141],[-938,86,145],[-940,86,140],[-937,84,138],[-937,83,145],[-937,82,149],[-938,84,145],[-937,85,139],[-934,88,142],[-937,87,146],[-940,85,145],[-940,82,143],[-937,83,143],[-937,85,144],[-937,87,144],[-935,87,144],[-935,87,143],[-937,87,142]]}"
7168.751882916,"{""seq"":826,""mG"":[[-940,85,142],[-940,85,145],[-940,86,144],[-937,86,145],[-937,86,145],[-935,88,144],[-936,88,144],[-939,86,145],[-941,87,146],[-940,87,146],[-938,86,144],[-938,86,144],[-936,85,145],[-937,86,145],[-937,87,146],[-938,85,145],[-940,86,146],[-939,86,145]],""fs"":50,""type"":""acc"",""device"":""H10"",""n"":18,""range_g"":4,""t_device"":1756822525.324261}"
7168.828101249001,"{""t_device"":1756822525.040752,""seq"":228,""type"":""hr"",""bpm"":73,""device"":""H10""}"
7168.828730374,"{""device"":""H10"",""type"":""rr"",""ms"":804,""seq"":276,""te"":1756822496.1913304,""t_device"":1756822525.040752}"
7169.311789333,"{""type"":""ecg"",""fs"":130,""n"":73,""t_device"":1756822525.5223951,""uV"":[-21,-24,-45,-28,-57,-55,-40,-60,-45,-62,-65,-40,-65,-48,-52,-91,-38,151,443,486,171,-62,-81,-72,-98,-120,-86,-103,-125,-89,-105,-103,-96,-122,-105,-118,-113,-86,-113,-96,-86,-101,-86,-115,-110,-89,-108,-93,-101,-103,-89,-122,-115,-122,-149,-142,-175,-185,-180,-204,-187,-202,-209,-183,-202,-187,-183,-199,-175,-197,-209,-207,-228],""seq"":405,""device"":""H10""}"
