time_lsl,uV
567034.9269831432,-105.0
567034.9347385593,-112.0
567034.9424939754,-122.0
567034.9502493916,-134.0
567034.9580048077,-146.0
567034.9657602238,-160.0
567034.9735156399,-170.0
567034.9812710561,-177.0
567034.9890264722,-184.0
567034.9967818883,-184.0
567035.0045373044,-182.0
567035.0122927205,-179.0
567035.0200481367,-177.0
567035.0278035528,-174.0
567035.0355589689,-170.0
567035.043314385,-167.0
567035.0510698011,-160.0
567035.0588252173,-155.0
567035.0665806334,-155.0
567035.0743360495,-153.0
567035.0820914656,-148.0
567035.0898468817,-146.0
567035.0976022979,-143.0
567035.105357714,-143.0
567035.1131131301,-143.0
567035.1208685462,-141.0
567035.1286239624,-141.0
567035.1363793785,-143.0
567035.1441347946,-143.0
567035.1518902107,-141.0
567035.1596456268,-143.0
567035.167401043,-143.0
567035.1751564591,-143.0
567035.1829118752,-141.0
567035.1906672913,-141.0
567035.1984227074,-141.0
567035.2061781236,-139.0
567035.2139335397,-136.0
567035.2216889558,-139.0
567035.2294443719,-141.0
567035.2371997881,-139.0
567035.2449552042,-134.0
567035.2527106203,-134.0
567035.2604660364,-134.0
567035.2682214525,-131.0
567035.2759768687,-134.0
567035.2837322848,-139.0
567035.2914877009,-141.0
567035.299243117,-127.0
567035.3069985331,-110.0
567035.3147539493,-98.0
567035.3225093654,-98.0
567035.3302647815,-107.0
567035.3380201976,-124.0
567035.3457756138,-127.0
567035.3535310299,-119.0
567035.361286446,-119.0
567035.3690418621,-119.0
567035.3767972782,-117.0
567035.3845526944,-115.0
567035.3923081105,-115.0
567035.4000635266,-117.0
567035.4078189427,-115.0
567035.4155743588,-112.0
567035.423329775,-117.0
567035.4310851911,-23.0
567035.4388406072,337.0
567035.4465960233,745.0
567035.4543514394,618.0
567035.4621068556,-43.0
567035.4698622717,-421.0
567035.4776176878,-244.0
567035.4853731039,-112.0
567035.4931285201,-194.0
567035.5008839362,-186.0
567035.5086393523,-143.0
567035.5163947684,-162.0
567035.5241501845,-167.0
567035.5319056007,-146.0
567035.5396610168,-146.0
567035.5474164329,-146.0
567035.555171849,-134.0
567035.5629272651,-127.0
567035.5706826813,-124.0
567035.5784380974,-119.0
567035.5861935135,-110.0
567035.5939489296,-103.0
567035.6017043458,-95.0
567035.6094597619,-91.0
567035.617215178,-79.0
567035.6249705941,-67.0
567035.6327260102,-59.0
567035.6404814264,-52.0
567035.6482368425,-43.0
567035.6559922586,-35.0
567035.6637476747,-31.0
567035.6715030908,-31.0
567035.679258507,-33.0
567035.6870139231,-40.0
567035.6947693392,-45.0
567035.7025247553,-50.0
567035.7102801715,-57.0
567035.7180355876,-64.0
567035.7257910037,-71.0
567035.7335464198,-83.0
567035.7413018359,-95.0
567035.7490572521,-107.0
567035.7568126682,-117.0
567035.7645680843,-124.0
567035.7723235004,-131.0
567035.7800789165,-136.0
567035.7878343327,-139.0
567035.7955897488,-136.0
567035.8033451649,-136.0
567035.811100581,-136.0
567035.8188559972,-131.0
567035.8266114133,-124.0
567035.8343668294,-122.0
567035.8421222455,-119.0
567035.8498776616,-115.0
567035.8576330778,-110.0
567035.8653884939,-107.0
567035.87314391,-103.0
567035.8808993261,-103.0
567035.8886547422,-103.0
567035.8964101584,-100.0
567035.9041655745,-100.0
567035.9119209906,-100.0
567035.9196764067,-100.0
567035.9274318228,-103.0
567035.935187239,-107.0
567035.9429426551,-105.0
567035.9506980712,-105.0
567035.9584534873,-105.0
567035.9662089035,-105.0
567035.9739643196,-107.0
567035.9817197357,-107.0
567035.9894751518,-105.0
567035.9972305679,-105.0
567036.0049859841,-110.0
567036.0127414002,-115.0
567036.0204968163,-112.0
567036.0282522324,-112.0
567036.0360076485,-115.0
567036.0437630647,-112.0
567036.0515184808,-110.0
567036.0592738969,-112.0
567036.067029313,-115.0
567036.0747847292,-115.0
567036.0825401453,-115.0
